cd_obj_id,cd_obj_guid,cd_obj_name,cd_obj_type_guid,last_sync_date,last_modification_date,parent_module_guid,parent_class_guid,parent_obj,cd_obj_disp_name,doc_id,show_name,icon,show_icon,curr_val,cd_obj_enabled,obj_guid,icon_type,parent_module_id,obj_id,j_details
92943,2f452ebe-dbaa-4403-90f2-8ea884f62810,CdCtx,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,[]
92944,1b19367a-bd94-4e57-8d85-8b26965ae419,CdAppDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "$schema", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "name", "optional": false, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "projectGuid", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "parentProjectGuid", "optional": false, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "modules", "optional": false, "description": "", "typeDetails": {"cdObjId": 92964, "isArray": true}}, {"field": "developmentEnvironment", "optional": true, "description": "", "typeDetails": {"cdObjId": 93007, "isInterface": true, "isDescriptor": true}}, {"field": "runtimeEnvironment", "optional": true, "description": "", "typeDetails": {"cdObjId": 93033, "isInterface": true, "isDescriptor": true}}, {"field": "cdCi", "optional": true, "description": "", "typeDetails": {"cdObjId": 92967, "isInterface": true, "isDescriptor": true}}, {"field": "appDetails", "optional": false, "description": "", "typeDetails": {"cdObjId": -1}}]"
92945,28b3462a-6324-408f-96ab-7b4a59ab855c,AppType,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,[]
92946,9f252415-4ee1-4a05-97b0-e84c4a218f0b,AppFrontendDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21353,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "backendApp", "optional": false, "description": "", "typeDetails": {"cdObjId": -1}}, {"field": "authenticationMethod", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "userInterface", "optional": true, "description": "", "typeDetails": {"cdObjId": -1}}]"
92947,4ae90c25-a82f-47df-9c7c-f4b68e4d97a0,AppApiDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "requestProcessing", "optional": false, "description": "", "typeDetails": {"cdObjId": -1}}, {"field": "security", "optional": true, "description": "", "typeDetails": {"cdObjId": -1}}, {"field": "dataSources", "optional": false, "description": "", "typeDetails": {"cdObjId": -1}}, {"field": "externalServices", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isArray": true}}]"
92948,2d751e59-b6b4-4eeb-91b7-17199d1c7073,AppPushServerDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "pushProvider", "optional": false, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "supportedPlatforms", "optional": false, "description": "", "typeDetails": {"cdObjId": 93111, "isArray": true}}, {"field": "messageFormat", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "retryMechanism", "optional": true, "description": "", "typeDetails": {"cdObjId": 93113, "isPrimitive": true}}]"
92949,a5ea8fe6-0791-41e7-9bf9-26fe4a216e90,AppCliDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21359,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "commands", "optional": false, "description": "", "typeDetails": {"cdObjId": 93111, "isArray": true}}, {"field": "inputHandling", "optional": true, "description": "", "typeDetails": {"cdObjId": -1}}, {"field": "outputFormat", "optional": true, "description": "", "typeDetails": {"cdObjId": -1}}]"
92950,5b47ec94-53b9-433d-a0f6-d15283232228,AppPwaDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21361,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "offlineSupport", "optional": true, "description": "", "typeDetails": {"cdObjId": 93113, "isPrimitive": true}}, {"field": "storageMechanism", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isPrimitive": true}}, {"field": "installability", "optional": true, "description": "", "typeDetails": {"cdObjId": 93113, "isPrimitive": true}}]"
92951,1b960cbb-2f74-486e-ba72-ccc6045572bb,AppDesktopPwaDescriptor,5ab9a944-1014-4664-ad96-8ceb737d1857,NULL,NULL,d3f1a14d-6fb1-468c-b627-9a098ead6d5d,NULL,NULL,NULL,21363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[{"field": "systemIntegration", "optional": true, "description": "", "typeDetails": {"cdObjId": 93111, "isArray": true}}, {"field": "autoUpdateSupport", "optional": true, "description": "", "typeDetails": {"cdObjId": 93113, "isPrimitive": true}}]"
